objectid,wd18cd,wd18nm,wd18nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
4288,E05007909,Elmley Castle and Somerville, ,400345,240602,-1.99637,52.063801,36181852.7263584,40395.5918481594
4289,E05007910,Evesham North, ,403739,244798,-1.94681,52.101509,3315737.73404744,9649.5186655135
4290,E05007911,Evesham South, ,404658,242170,-1.93343,52.077881,2462767.29914913,7571.83005228085
4291,E05007912,Fladbury, ,398633,244839,-2.02136,52.101891,29209433.4193799,33850.5810747488
4292,E05007913,Great Hampton, ,402410,243309,-1.96623,52.088131,5084459.02182788,10803.4280856204
4293,E05007914,Hartlebury, ,383755,270819,-2.23983,52.33522,18192145.7624125,18864.1698008336
4294,E05007915,Harvington and Norton, ,403926,248185,-1.94405,52.131962,16090245.6479463,18218.4618297985
4295,E05007916,Honeybourne and Pebworth, ,413103,246033,-1.81006,52.11248,27904832.2528003,31255.4517404716
4296,E05007917,Inkberrow, ,398327,261466,-2.02591,52.251381,95003755.0076193,70341.3283915283
4297,E05007918,Little Hampton, ,403539,242361,-1.94976,52.079601,2104761.61542223,5916.67477222223
4298,E05007919,Lovett and North Claines, ,387236,264124,-2.18848,52.275131,50568755.1121267,61194.4601018182
4299,E05007920,Norton and Whittington, ,388434,251741,-2.1705,52.163818,11571009.7131266,16877.2296412353
4300,E05007921,Ombersley, ,384156,264786,-2.23365,52.280998,31293559.4373391,27249.9528469752
4301,E05007922,Pershore, ,394337,245680,-2.08409,52.109421,11517828.9108771,14751.3746749582
4302,E05007923,Pinvin, ,397531,248826,-2.03748,52.13773,24637028.8623478,27517.301175066
4303,E05007924,South Bredon Hill, ,397442,237136,-2.03869,52.032631,31554236.0636101,26483.5196977019
4304,E05007925,The Littletons, ,408935,248056,-1.87087,52.130749,16293472.7915169,19587.3016848255
4305,E05007926,Upton Snodsbury, ,393545,253903,-2.09582,52.183338,53270107.8493002,38639.1021707297
4306,E05008136,Abbey, ,350953,312345,-2.72734,52.706551,1440488.50701494,6284.8452371127
4307,E05008137,Albrighton, ,380836,303440,-2.28455,52.628391,18443530.7979916,20653.9778339579
4308,E05008138,Alveley and Claverley, ,378003,288515,-2.32541,52.49411,71975432.4211185,45765.6401368636
4309,E05008139,Bagley, ,349086,315648,-2.75549,52.736069,4319406.17840932,10213.2661970933
4310,E05008140,Battlefield, ,351714,315899,-2.7166,52.73856,3072857.30810858,8890.87593194989
4311,E05008141,"Bayston Hill, Column and Sutton", ,349378,309436,-2.7502,52.680248,13925714.7534758,22597.9264165061
4312,E05008142,Belle Vue, ,349393,311575,-2.75031,52.699478,1102553.39033479,4744.03614913204
4313,E05008143,Bishop's Castle, ,332631,289219,-2.99376,52.496712,169831509.450632,77515.2908272187
4314,E05008144,Bowbrook, ,345924,312570,-2.8018,52.708092,1766701.41846436,7476.30907524501
4315,E05008145,Bridgnorth East and Astley Abbotts, ,371277,295421,-2.42508,52.55587,18589197.1799715,29005.8681208532
4316,E05008146,Bridgnorth West and Tasley, ,370143,292760,-2.44156,52.531891,9145889.17923667,13719.6781633035
4317,E05008147,Broseley, ,368989,301541,-2.4594,52.61076,7483473.15058143,11505.7567633982
4318,E05008148,Brown Clee, ,366081,289959,-2.50115,52.50647,145329290.985054,79480.3561199254
4319,E05008149,Burnell, ,347917,300353,-2.77038,52.598469,137853004.63593,70467.5997851523
4320,E05008150,Castlefields and Ditherington, ,350092,313796,-2.74031,52.719509,940062.330585025,4298.8915552708
4321,E05008151,Cheswardine, ,368821,328919,-2.46449,52.856861,68953532.2126624,58371.1210661729
4322,E05008152,Chirbury and Worthen, ,331826,300391,-3.00791,52.597031,122717381.896577,74534.7530936519
4323,E05008153,Church Stretton and Craven Arms, ,342118,283944,-2.85312,52.450378,104150643.579174,70409.0174731974
4324,E05008154,Clee, ,357926,272957,-2.61915,52.353062,73266566.6592424,51765.1562094775
4325,E05008155,Cleobury Mortimer, ,368367,279070,-2.46644,52.408718,165364928.356397,81628.9132687979
4326,E05008156,Clun, ,329061,280387,-3.04446,52.41687,231626335.427468,87374.6618600602
4327,E05008157,Copthorne, ,347224,312833,-2.78261,52.710579,1739957.25178774,7799.24140658999
4328,E05008158,Corvedale, ,352100,286140,-2.70657,52.471088,199337968.701797,78356.1131644781
4329,E05008159,Ellesmere Urban, ,339900,335373,-2.89516,52.912418,5052526.50763816,10666.854800335
4330,E05008160,Harlescott, ,350660,316521,-2.73231,52.744061,3473204.8993808,9205.84545357583
4331,E05008161,Highley, ,373891,283566,-2.38559,52.449429,6595223.19071062,10708.1612626219
4332,E05008162,Hodnet, ,361191,326946,-2.57756,52.838631,93823152.975375,48344.6180581647
4333,E05008163,Llanymynech, ,331695,321035,-3.01414,52.782558,63218104.9206467,63538.4411464452
4334,E05008164,Longden, ,343144,309096,-2.84234,52.676579,49837973.7349963,41628.4104763338
4335,E05008165,Loton, ,336680,312819,-2.93865,52.70932,121115434.756717,72398.995727829
4336,E05008166,Ludlow East, ,351957,275197,-2.7071,52.372711,870013.13368362,4503.71089084247
4337,E05008167,Ludlow North, ,349090,276637,-2.74943,52.385391,27275056.5389695,26951.0303664319
4338,E05008168,Ludlow South, ,351155,271282,-2.71831,52.33744,27992197.6000209,33885.6030448242
4339,E05008169,Market Drayton East, ,371156,341052,-2.43089,52.966061,35745481.6750958,38485.8184333905
4340,E05008170,Market Drayton West, ,366458,333949,-2.5001,52.901939,3144018.66602242,7740.01067354259
4341,E05008171,Meole, ,348118,310456,-2.769,52.689301,1732862.27391818,6616.75538408643
4342,E05008172,Rea Valley, ,337977,304597,-2.91791,52.635571,27592415.0504968,32434.2024343409
4343,E05008173,Monkmoor, ,351700,313305,-2.71643,52.71524,1852624.76772397,5872.76146387128
4344,E05008174,Much Wenlock, ,360282,296668,-2.58739,52.566391,81873183.6887984,61547.0829394346
4345,E05008178,Porthill, ,348372,312268,-2.76553,52.70562,1991598.96885075,7215.9017386864
4346,E05008179,Prees, ,362498,336007,-2.55921,52.92017,90149590.3717669,57677.5100217506
4347,E05008180,Quarry and Coton Hill, ,347948,313815,-2.77205,52.719479,3007343.53269444,14124.551227794
4348,E05008181,Radbrook, ,346961,311556,-2.78629,52.699081,3133844.2590923,7996.32595021352
4349,E05008183,St Martin's, ,336168,338182,-2.9512,52.937229,43664931.6303332,38870.0902113042
4350,E05008186,Severn Valley, ,357972,304471,-2.62246,52.63636,130135062.403368,68934.6821548863
4351,E05008187,Shawbury, ,355027,323533,-2.66859,52.807468,59414465.3230799,42909.9638340054
4352,E05008188,Shifnal North, ,375881,311374,-2.35834,52.699509,37747781.6419331,27604.0247662665
4353,E05008189,Shifnal South and Cosford, ,377703,306869,-2.33107,52.659088,49350782.5765596,40489.6996875578
4354,E05008190,Sundorne, ,351347,314783,-2.72187,52.7285,1594897.35731985,6286.85652903823
4355,E05008191,Tern, ,346048,316517,-2.80062,52.74358,88512107.0282672,71023.2387541307
4356,E05008192,The Meres, ,342036,333265,-2.86302,52.8937,119421314.774558,76536.7534915436
4357,E05008193,Underdale, ,350577,313359,-2.73306,52.71563,1195892.20462534,5893.8942887917
4358,E05008194,Wem, ,350898,331384,-2.73102,52.877682,68099545.6655509,37595.6929203127
4359,E05008195,Whitchurch North, ,352893,341775,-2.70289,52.97126,16045887.9470579,20801.3360214372
4360,E05008196,Whitchurch South, ,355823,339370,-2.65894,52.94989,43676976.9558226,35840.4199183371
4361,E05008198,Worfield, ,376227,298034,-2.35225,52.579601,90292515.8083182,51938.2692135894
4362,E05008327,Aldbourne and Ramsbury, ,426388,174093,-1.62151,51.465191,101657565.050128,53219.8092078282
4363,E05008328,Alderbury and Whiteparish, ,424341,125036,-1.6543,51.02417,43264472.5845799,39697.8627437049
4364,E05008329,Amesbury East, ,417479,140858,-1.75138,51.166691,8767020.8146539,14210.6230200839
4365,E05008330,Amesbury West, ,414202,141331,-1.79823,51.17104,15027033.2209362,19624.8606669428
4366,E05008331,Bourne and Woodford Valley, ,416291,137165,-1.76853,51.133518,68699677.6493258,45889.8552956648
4367,E05008332,Box and Colerne, ,382726,170599,-2.24988,51.43412,32571453.2393646,29162.0695695536
4368,E05008333,Bradford-on-Avon North, ,382601,161528,-2.25123,51.352551,4836929.52041577,9852.11314752415
4369,E05008334,Bradford-on-Avon South, ,382667,160048,-2.25021,51.339241,3905607.95099587,8297.34543523183
4370,E05008335,Brinkworth, ,398854,185894,-2.01792,51.571911,89630624.984968,49780.2815816659
4371,E05008336,"Bromham, Rowde and Potterne", ,398101,162111,-2.02865,51.358059,42294559.4459501,42790.0622355343
4372,E05008337,"Bulford, Allington and Figheldean", ,417132,146116,-1.75609,51.213982,74260793.8715043,55061.634195862
4373,E05008338,Burbage and the Bedwyns, ,428541,162474,-1.59145,51.360619,107052161.492207,57000.4636032905
4374,E05008339,By Brook, ,384654,176545,-2.2224,51.48764,79467771.8707692,52940.1967564519
4375,E05008340,Calne Central, ,399545,170700,-2.00792,51.435291,1321289.15222814,6738.04904286925
4376,E05008341,Calne Chilvester and Abberd, ,400242,171583,-1.9979,51.44323,1082067.6123316,5536.38690173298
4377,E05008342,Calne North, ,399960,172274,-2.00195,51.449451,1374697.19702257,4790.09258772478
4378,E05008343,Calne Rural, ,400300,175424,-1.99706,51.477772,98944263.5894589,63662.841019765
4379,E05008344,Calne South and Cherhill, ,404334,170538,-1.93903,51.433819,29597744.8153149,33078.4636306812
4380,E05008345,Chippenham Cepen Park and Derriads, ,390064,173168,-2.14439,51.457401,1039988.54063217,7016.03243482472
4381,E05008346,Chippenham Cepen Park and Redlands, ,390603,174269,-2.13666,51.4673,1366801.58258119,6415.26317402084
4382,E05008347,Chippenham Hardenhuish, ,391493,174428,-2.12385,51.46875,1626820.04012187,5083.03282925413
4383,E05008348,Chippenham Hardens and England, ,392906,172708,-2.10347,51.4533,2265015.80297211,10019.7288907856
4384,E05008349,Chippenham Lowden and Rowden, ,391295,172909,-2.12666,51.45509,1667435.37929703,7079.44608153423
4385,E05008350,Chippenham Monkton, ,392406,173975,-2.1107,51.464691,1609269.57226283,6597.35602857094
4386,E05008351,Chippenham Pewsham, ,393043,171335,-2.10147,51.44096,3499572.76024023,8396.84223453375
4387,E05008352,Chippenham Queens and Sheldon, ,390416,172871,-2.13931,51.454731,936005.10379933,4411.46592426225
4388,E05008353,Corsham Pickwick, ,386452,171606,-2.19631,51.443272,5254143.0109281,14142.6667557287
4389,E05008354,Corsham Town, ,388873,170603,-2.16145,51.434311,8214410.45283072,15648.3538870089
4390,E05008355,Corsham Without and Box Hill, ,390635,169529,-2.13607,51.424679,30181302.6963678,37119.6788187554
4391,E05008356,Cricklade and Latton, ,410710,193189,-1.84663,51.637402,38644796.7002397,40410.7880665108
4392,E05008357,Devizes and Roundway South, ,400010,160494,-2.00123,51.343521,2521116.10391218,9709.47472211247
4393,E05008358,Devizes East, ,401356,160982,-1.9819,51.347912,1070012.62513409,4618.68357405299
4394,E05008359,Devizes North, ,399453,161170,-2.00923,51.349602,2342498.02364025,9066.01504950651
4395,E05008360,Downton and Ebble Valley, ,415537,124631,-1.77985,51.020828,64810826.9749442,46094.1757768778
4396,E05008361,Durrington and Larkhill, ,413565,144296,-1.80723,51.197708,10958743.048194,15872.6789863698
4397,E05008362,Ethandune, ,392435,151860,-2.1098,51.265839,57799346.4776546,52735.8566202722
4398,E05008363,Fovant and Chalke Valley, ,401830,123753,-1.97528,51.013142,157794234.826779,77812.344588854
4399,E05008364,Hilperton, ,387547,159909,-2.18014,51.33812,7916583.71500838,12116.9163605428
4400,E05008365,Holt and Staverton, ,384620,162720,-2.22229,51.363331,28590460.715519,31874.2232047823
4401,E05008366,Kington, ,391720,176910,-2.12064,51.49107,66078942.6979411,48374.1450608462
4402,E05008367,"Laverstock, Ford and Old Sarum", ,415991,130674,-1.77311,51.075161,8043687.90503219,17634.373277357
4403,E05008368,Ludgershall and Perham Down, ,427036,150339,-1.61398,51.251579,11540437.502361,19505.7631247081
4404,E05008369,Lyneham, ,404134,177999,-1.94182,51.500912,31230598.9900905,33733.1557466426
4405,E05008370,Malmesbury, ,392950,187827,-2.10315,51.589249,2625240.15531826,6716.49824712399
4406,E05008371,Marlborough East, ,419676,168993,-1.71842,51.419609,1819537.07820108,7087.59154787878
4407,E05008372,Marlborough West, ,418471,169038,-1.73574,51.420052,4368852.65566378,11396.5405482899
4408,E05008373,Melksham Central, ,390983,164079,-2.13093,51.375679,1274176.62933617,6119.86235732744
4409,E05008374,Melksham North, ,390252,164643,-2.14144,51.380741,2168797.3564078,8307.85203566682
4410,E05008375,Melksham South, ,391038,163305,-2.13012,51.368729,1033733.22292976,5404.05902898536
4411,E05008376,Melksham Without North, ,386842,164532,-2.19044,51.379681,37715642.7744675,38199.3823747509
4412,E05008377,Melksham Without South, ,391307,162457,-2.12623,51.361111,9346150.81303575,17762.4911109693
4413,E05008378,Mere, ,381085,133094,-2.27148,51.096828,64530631.8942399,36369.6650783978
4414,E05008379,Minety, ,400192,192635,-1.99861,51.632519,64839521.8616684,48447.0125252328
4415,E05008380,Nadder and East Knoyle, ,396714,133279,-2.04829,51.098789,127326322.142883,79934.452285775
4416,E05008381,Pewsey, ,418202,160242,-1.74006,51.340969,49217057.4655878,28657.6754118706
4417,E05008382,Pewsey Vale, ,411945,159118,-1.82992,51.331032,112086488.917273,60789.3117853111
4418,E05008383,Purton, ,407989,188801,-1.88604,51.598,34766521.7890642,29317.363410528
4419,E05008384,Redlynch and Landford, ,422876,119897,-1.67551,50.97802,36466889.5422337,29976.1314919947
4420,E05008385,Roundway, ,401193,163608,-1.98424,51.371521,7725008.15461668,19510.843279095
4421,E05008386,Salisbury Bemerton, ,411763,132043,-1.83341,51.08757,3425163.50826204,8822.22237927146
4422,E05008387,Salisbury Fisherton and Bemerton Village, ,413035,131131,-1.81529,51.079342,1806890.32816551,6548.70446006121
4423,E05008388,Salisbury Harnham, ,414106,128489,-1.8001,51.055561,1602937.14968742,6500.47594243638
4424,E05008389,Salisbury St Edmund and Milford, ,414736,130422,-1.79103,51.072929,1126701.44531953,5458.91808766103
4425,E05008390,Salisbury St Francis and Stratford, ,413859,132745,-1.80346,51.093842,4353330.55747585,10206.8992854734
4426,E05008391,Salisbury St Mark's and Bishopdown, ,415250,131893,-1.78363,51.08614,2256964.51954339,7034.03707604503
4427,E05008392,Salisbury St Martin's and Cathedral, ,414158,129190,-1.79933,51.061871,3098130.33324316,12283.5277126016
4428,E05008393,Salisbury St Paul's, ,413580,130311,-1.80754,51.07196,1392893.47038222,5900.38146562936
4429,E05008394,Sherston, ,387815,186546,-2.17722,51.577641,86969100.4567106,70419.3783096293
4430,E05008395,Southwick, ,385110,154670,-2.21491,51.290958,24483567.3701573,33262.6153454513
4431,E05008396,Summerham and Seend, ,392299,158863,-2.1119,51.3288,47190894.0058268,37360.4120160925
4432,E05008397,The Collingbournes and Netheravon, ,422002,152869,-1.68596,51.27454,153237353.104896,79653.6986779621
4433,E05008398,The Lavingtons and Erlestoke, ,400874,152397,-1.98884,51.27071,65728334.8773119,45736.8950779739
4434,E05008399,Tidworth, ,423396,148733,-1.66624,51.237289,17384042.0933631,19980.5054134921
4435,E05008400,Till and Wylye Valley, ,405000,142157,-1.92984,51.178619,137451562.381041,68202.1382795257
4436,E05008401,Tisbury, ,392000,122579,-2.11538,51.002529,60359919.8484261,52212.6687277175
4437,E05008402,Trowbridge Adcroft, ,385830,159067,-2.20476,51.330509,1436404.36364686,5263.08484291626
4438,E05008403,Trowbridge Central, ,385178,157613,-2.21406,51.317421,1489966.18514694,5629.60192221696
4439,E05008404,Trowbridge Drynham, ,385643,156572,-2.20734,51.308071,768061.324887695,3640.82408235693
4440,E05008405,Trowbridge Grove, ,384708,156658,-2.22076,51.308819,1229756.83200905,4562.7747822367
4441,E05008406,Trowbridge Lambrok, ,384483,158414,-2.22406,51.3246,1865389.81218392,8943.1373094146
4442,E05008407,Trowbridge Park, ,386353,157512,-2.19719,51.31654,1084391.78799873,5547.58107713925
4443,E05008408,Trowbridge Paxcroft, ,387077,158144,-2.18683,51.322239,1426032.65710572,7619.46407674533
4444,E05008409,Urchfont and The Cannings, ,405918,162043,-1.91638,51.357422,93968117.0355036,53420.2298782153
4445,E05008410,Warminster Broadway, ,385936,144178,-2.20265,51.196629,3474334.45041036,9298.4622925049
4446,E05008411,Warminster Copheap and Wylye, ,395332,143013,-2.06816,51.18631,139193372.767284,66872.4156179572
4447,E05008412,Warminster East, ,388700,144588,-2.1631,51.200378,2872629.98010306,8167.67935065274
4448,E05008413,Warminster West, ,386758,146105,-2.19095,51.213982,7253985.44693367,14510.6942026164
4449,E05008414,Warminster Without, ,385508,141792,-2.20867,51.175171,128881314.401184,67037.7207653212
4450,E05008415,West Selkley, ,415647,171748,-1.77624,51.4445,172101670.171925,78324.1515174218
4451,E05008416,Westbury East, ,388384,150653,-2.16782,51.25491,10721949.2182426,16005.3128945706
4452,E05008417,Westbury North, ,386702,152217,-2.19199,51.26894,1727638.54758783,5898.71148860842
4453,E05008418,Westbury West, ,386097,151101,-2.20061,51.258888,2921125.14420325,7891.02388833872
4454,E05008419,Wilton and Lower Wylye Valley, ,409616,132809,-1.86405,51.094501,22661224.1612105,28444.2858000162
4455,E05008420,Winsley and Westwood, ,380098,160737,-2.28713,51.345348,22230929.1696133,31473.4271785847
4456,E05008421,Winterslow, ,421387,130913,-1.69607,51.077141,66627365.5544354,43933.3463844903
4457,E05008422,Royal Wootton Bassett East, ,407789,184801,-1.88902,51.562031,31288651.7072771,43918.2459509834
4458,E05008423,Royal Wootton Bassett North, ,406483,183560,-1.90788,51.550892,3025496.89634801,7943.77924539468
4459,E05008424,Royal Wootton Bassett South, ,406566,181981,-1.90671,51.53669,17322350.9298955,21103.1199144397
4460,E05008479,Arreton and Newchurch, ,454140,85068,-1.23535,50.662762,35545651.2967503,28521.2020040038
4461,E05008480,Binstead and Fishbourne, ,456304,92223,-1.20364,50.726891,3987582.37587947,9279.31250907205
4462,E05008481,"Brading, St Helens and Bembridge", ,462018,87763,-1.12345,50.686211,25958696.318725,26456.1774009131
4463,E05008482,Carisbrooke, ,446735,87123,-1.33985,50.681881,20362683.8908109,27955.8916965454
4464,E05008483,Central Wight, ,445424,82249,-1.359,50.638149,55342629.9983193,46940.0138260938
4465,E05008484,"Chale, Niton and Whitwell", ,450207,78403,-1.29189,50.60318,21455916.0437363,26148.63024327
4466,E05008485,Cowes Medina, ,449457,95317,-1.30023,50.755341,737310.13416422,3341.0462642044
